Nº de producto;Estado;Disponible para la venta;Disponible para la compra;Disponible para integrar otros productos;Compuesto por otros productos;Rubro;Nombre;Código;Código universal de producto (UPC);Código de proveedor;Stock actual;Stock ideal;Stock mínimo;Unidad;Alicuota de IVA;Proveedor;Moneda costo;Costo ($);Utilidad (%);Precio ($);Precio Final ($);Controla stock;Stock negativo;Mostrar en tienda;Nº de publicación en MercadoLibre;Nº de publicación adicional en MercadoLibre;Descripción;Descripción para la tienda;Observaciones Internas;
2;Habilitado;SI;SI;NO;NO;Sin especificar;productos prueba;'pp;'';'';9,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;5,60;50,00;8,40;10,16;SI;SI;NO;0;0;
1415;Habilitado;SI;SI;NO;NO;Posicionador;Posicionador papel Adere 0.61cm x 45MTs;'PPA61;'';''PPA61;-51,000;0,000;0,000;unidad;21%;Grafisur;Pesos;34240,00;37,00;46908,80;56759,65;SI;SI;NO;0;0;
1416;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO NAR X 106CM (FRACCIONADO);'MICRONAR106F;''Copia de Copia de ;''MICRONAR106F;-36,500;0,000;0,000;metro;21%;Grafisur;Pesos;3306,30;50,00;4959,45;6000,93;SI;SI;NO;0;0;
1417;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado; MICROPERFORADO NAR X 127CM (FRACCIONADO);'MICRONAR127F;''Copia de Copia de Copia de ;''MICRONAR127;-70,000;0,000;0,000;metro;21%;Grafisur;Pesos;3962,21;50,00;5943,32;7191,42;SI;SI;NO;0;0;
1418;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;CLEAN LIQUID KING JET | ENVASES POR 70 ML;'CLEANJET70;''Copia de Copia de ;''CLEANJET70;0,000;1,000;1,000;unidad;21%;Grafisur;Pesos;16264,00;35,00;21956,40;26567,24;SI;SI;NO;0;0;;;<h1 class=   style= font-family: Lato. sans-serif  font-weight: normal  line-height: 1.2em  text-rendering: optimizelegibility  font-size: 1.8em  padding-top: 8px  padding-bottom: 8px  letter-spacing: 0.001em  >La Serie DTF80. Es un film PET IMPRIMIBLE de 80 micrones. es ideal para la impresión con tintas DTF permitiendo una optima transferencia con plancha. dando por resultado un estampa de alta calidad. Disponible en rollos de 0.61 x 50 Mts.<br></h1><p><h3 style= font-style: inherit  font-variant-caps: inherit  margin-bottom: 0px  font-family: &quot Open Sans&quot . sans-serif  font-weight: 400  line-height: inherit  text-rendering: optimizelegibility  font-size: 20px  text-transform: uppercase  font-variant-ligatures: inherit  font-variant-alternates: inherit  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-variant-position: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><p></p><br class= Apple-interchange-newline ></h3></p><h4 style= font-family: inherit  font-style: inherit  font-variant-caps: inherit  letter-spacing: normal  orphans: auto  text-align: start  text-indent: 0px  white-space: normal  widows: auto  word-spacing: 0px  -webkit-text-stroke-width: 0px  text-decoration: none  margin: 0px  font-weight: 400  line-height: inherit  color: rgb(35. 155. 202)  text-rendering: optimizelegibility  font-size: 14px  text-transform: uppercase  font-variant-ligatures: inherit  font-variant-alternates: inherit  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-variant-position: inherit  font-stretch: inherit  padding: 10px 0px 0px  vertical-align: baseline  border: 0px  display: table-cell  ></h4>;
1419;Habilitado;SI;SI;NO;NO;Car Wrapping;MITOCAL NEGRO MATE BUB. FREE 152CM CANALES DE AIRE;' MITONMB;''Copia de ;''MITONMB;0,000;90,000;30,000;metro;21%;Pro SRL;Pesos;20330,00;30,00;26429,00;31979,09;SI;SI;NO;0;0;
1420;Habilitado;SI;SI;NO;NO;01 Vinilo de Impresion Oracal 3640/3641 80mic;3640 ORAJET IMPRESION BRILLANTE BASE BLANCA 126CM 50MTS;'364010126;''Copia de ;''364010126;0,000;0,000;0,000;unidad;21%;Helioday;Pesos;284980,46;29,15;368052,26;445343,23;SI;SI;NO;0;0;
1421;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE BEIGE 09 MATE 122CM;'VCUBM09;''Copia de ;''VCUBM09;-28,500;15,000;5,000;metro;21%;DIGRAFICA SRL;Pesos;3838,51;36,99;5258,37;6362,63;SI;SI;NO;0;0;
1422;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE BEIGE 09 MATE 61CM;'VCUBM0961;''Copia de Copia de ;''VCUBM0961;-30,000;15,000;5,000;metro;21%;DIGRAFICA SRL;Pesos;1919,25;36,99;2629,18;3181,31;SI;SI;NO;0;0;
1423;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE ROSA PASTEL 08 MATE 122CM;'VCURM08;''Copia de Copia de ;''VCURM08;-6,000;15,000;5,000;metro;21%;DIGRAFICA SRL;Pesos;3838,51;36,99;5258,37;6362,63;SI;SI;NO;0;0;
1424;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE ROSA PASTEL 08 MATE 61CM;'VCURM0861;''Copia de Copia de Copia de ;''VCURM0861;-25,000;15,000;5,000;metro;21%;DIGRAFICA SRL;Pesos;1919,25;36,99;2629,18;3181,31;SI;SI;NO;0;0;
1425;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE GRIS 73 MATE 61CM;'VCUGM7361;''Copia de Copia de Copia de Copia de ;''VCUGM7361;-21,000;15,000;5,000;metro;21%;DIGRAFICA SRL;Pesos;1919,25;36,99;2629,18;3181,31;SI;SI;NO;0;0;
1426;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE GRIS 73 MATE 122CM;'VCUGM73;''Copia de Copia de ;''VCUGM73;-13,000;15,000;5,000;metro;21%;DIGRAFICA SRL;Pesos;3838,51;36,99;5258,37;6362,63;SI;SI;NO;0;0;
1427;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI NEGRO  BRILLANTE  122CM;'VCDPINEB;''Copia de ;''VCDPINEB;174,500;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1428;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI BLANCO  BRILLANTE  122CM;'VCDPIBLB;''Copia de Copia de ;''VCDPIBLB;192,000;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1429;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI BLANCO  BRILLANTE  61CM;'VCDPIBLB61;''Copia de Copia de Copia de ;''VCDPIBLB61;-211,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1430;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI NEGRO  BRILLANTE  61CM;'VCDPINEB61;''Copia de Copia de Copia de Copia de ;''VCDPINEB61;-157,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1431;Habilitado;NO;NO;NO;NO;Vinilos de Corte;DPI Todos los Colores (Brillante y Mate) - 61CM de ancho;'VCDPI61;''Copia de Copia de ;''VCDPI61;0,000;0,000;0,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;NO;NO;NO;0;0;
1432;Habilitado;SI;SI;NO;NO;08 Deco;VINILO SIMIL PIZARRA NEGRO 122CM DE ANCHO DPI;'VSPN;''Copia de ;''VSPN;-12,000;0,000;0,000;metro;21%;Grafisur;Pesos;5350,00;37,00;7329,50;8868,70;SI;SI;NO;0;0;
1433;Habilitado;SI;SI;NO;NO;08 Deco;VINILO SIMIL PIZARRA NEGRO 61CM DE ANCHO DPI;'VSPN61;''Copia de Copia de ;''VSPN61;0,000;0,000;0,000;metro;21%;Grafisur;Pesos;2675,00;37,00;3664,75;4434,35;SI;SI;NO;0;0;
1434;Habilitado;SI;SI;NO;NO;01 Vinilos de Impresión;IMPRESION DPI BASE BLANCA  MATE 152CM X 50MTS ;'VDBBM152;''Copia de ;''VDBBM152;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;160500,00;30,00;208650,00;252466,50;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1435;Habilitado;SI;SI;NO;NO;01 Vinilos de Impresión;IMPRESION DPI BASE GRIS MATE 152CM X 50MTS ;'VDBGM152;''Copia de Copia de ;''VDBBM152;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;160500,00;30,00;208650,00;252466,50;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1436;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI GRIS BRILLANTE  122CM;'VCDPIGRB;''Copia de Copia de ;''VCDPIGRB;228,500;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1438;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI BLANCO MATE 122CM;'VCDPIBLM;''Copia de Copia de Copia de ;''VCDPIBLM;122,000;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1439;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI NEGRO MATE 122CM;'VCDPINEM;''Copia de Copia de Copia de Copia de ;''VCDPINEM;-782,000;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1440;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI BLANCO MATE 61CM;'VCDPIBLM61;''Copia de Copia de Copia de Copia de ;''VCDPIBLM61;-340,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1441;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI NEGRO MATE 61CM;'VCDPINEM61;''Copia de Copia de Copia de Copia de Copia de ;''VCDPINEM61;-243,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1442;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI DORADO BRILLANTE 122CM;'VCDPIDOB;''Copia de Copia de Copia de ;''VCDPIDOB;208,000;100,000;50,000;metro;21%;Grafisur;Pesos;7169,00;36,99;9820,81;11883,18;SI;SI;NO;0;0;
1443;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI DORADO BRILLANTE 61CM;'VCDPIDOB61;''Copia de Copia de Copia de Copia de ;''VCDPIDOB61;206,000;100,000;50,000;metro;21%;Grafisur;Pesos;3584,50;36,99;4910,41;5941,60;SI;SI;NO;0;0;
1445;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI ROJO BRILLANTE 1002  122CM;'VCDPIROB1002;''Copia de Copia de ;''VCDPIROB1002;175,500;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1447;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI ROJO BRILLANTE 1002 61CM;'VCDPIROB611002;''Copia de Copia de Copia de Copia de Copia de ;''VCDPIROB611002;188,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1448;Deshabilitado;NO;NO;NO;NO;Car Wrapping;MITOWRAP 8900 PPF TPH TRANSPARENTE 152CM x 18MTS (5 años);'MITOTPH8900;'';''MITOTPH8900;0,000;0,000;0,000;metro;21%;Pro SRL;Pesos;26792,80;35,00;36170,28;43766,04;SI;SI;NO;0;0;
1449;Habilitado;SI;SI;NO;NO;Car Wrapping;MITOWRAP 8900 PPF TPU TRANSPARENTE 152CM x 18MTS (10 años);'MITOTPU8900;''Copia de ;''MITOTPU8900;0,000;0,000;0,000;metro;21%;Pro SRL;Pesos;36915,00;35,00;49835,25;60300,65;SI;SI;NO;0;0;
1450;Habilitado;SI;SI;NO;NO;Car Wrapping;FIBRA DE CARBONO DPI  X 152CM ;'CARBDPI;''Copia de ;''CARBDPI;42,600;100,000;10,000;metro;21%;Grafisur;Pesos;8132,00;42,00;11547,44;13972,40;SI;SI;NO;0;0;;;<p>POR ROLLO CERRADO SE PUEDE HACER UN 10% DE DESCUENTO</p>;
1451;Habilitado;SI;SI;NO;NO;Front DPI 13oz;Lona Front DPI 13oz Brillante 100CM X 50MTS;'DPI-100;''Copia de Copia de ;''DPI-100;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;90130,38;25,00;112662,98;136322,21;SI;SI;NO;0;0;
1453;Habilitado;SI;SI;NO;NO;DPI Base Blanca brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE BLANCA 106CM X 50MTS;'VIDPIBB106;'';''VIDPIBB106;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;98803,00;35,00;133384,05;161394,70;SI;SI;NO;0;0;
1454;Habilitado;SI;SI;NO;NO;DPI Base Blanca brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE BLANCA 127CM X 50MTS;'VIDPIBB127;''Copia de ;''VIDPIBB127;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;118377,17;35,00;159809,18;193369,11;SI;SI;NO;0;0;
1455;Habilitado;SI;SI;NO;NO;DPI Base Blanca brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE BLANCA 137CM X 50MTS;'VIDPIBB137;''Copia de Copia de ;''VIDPIBB137;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;127698,21;35,00;172392,58;208595,02;SI;SI;NO;0;0;
1456;Habilitado;SI;SI;NO;NO;DPI Base Blanca brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE BLANCA 152CM X 50MTS;'VIDPIBB152;''Copia de Copia de Copia de ;''VIDPIBB152;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;141679,77;35,00;191267,69;231433,90;SI;SI;NO;0;0;
1457;Habilitado;SI;SI;NO;NO;DPI Blanco Matte 100mic;VINILO DE IMPRESION DPI BLANCO MATTE BASE GRIS 106CM X 50MTS;'VIDPIBM106;''Copia de ;''VIDPIBM106;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;98803,00;35,00;133384,05;161394,70;SI;SI;NO;0;0;
1458;Habilitado;SI;SI;NO;NO;DPI Blanco Matte 100mic;VINILO DE IMPRESION DPI BLANCO MATTE BASE GRIS 127CM X 50MTS;'VIDPIBM127;''Copia de Copia de ;''VIDPIBM127;-1,000;0,000;0,000;unidad;21%;Grafisur;Pesos;118377,17;35,00;159809,18;193369,11;SI;SI;NO;0;0;
1459;Habilitado;SI;SI;NO;NO;DPI Blanco Matte 100mic;VINILO DE IMPRESION DPI BLANCO MATTE BASE GRIS 137CM X 50MTS;'VIDPIBM137;''Copia de Copia de Copia de ;''VIDPIBM137;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;127698,21;35,00;172392,58;208595,02;SI;SI;NO;0;0;
1460;Habilitado;SI;SI;NO;NO;DPI Blanco Matte 100mic;VINILO DE IMPRESION DPI BLANCO MATTE BASE GRIS 152CM X 50MTS;'VIDPIBM152;''Copia de Copia de Copia de Copia de ;''VIDPIBM152;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;141679,77;35,00;191267,69;231433,90;SI;SI;NO;0;0;
1461;Habilitado;SI;SI;NO;NO;Termotransferible reflectivo Gio;TERMO HC GIOFLEX | REFLECTIVO BLANCO/NEGRO/TORNASOLADO NEGRO/FLUOS REFLECTIVOS (LARGO 50 MT).;'TERMOREFGIO;'';''TERMOREFGIO;-5,000;0,000;0,000;metro;21%;Grafisur;Pesos;8607,78;35,00;11620,50;14060,81;SI;SI;NO;0;0;
1462;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI AZUL 1052 BRILLANTE 122CM;'VCDPIAZB;''Copia de Copia de ;''VCDPIAZB;225,500;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1463;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI AZUL 1052 BRILLANTE 61CM;'VCDPIAZB61;''Copia de Copia de Copia de Copia de Copia de ;''VCDPIAZB61;169,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1464;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI MAGENTA 1057 BRILLANTE 122CM;'VCDPIMAB;''Copia de Copia de Copia de ;''VCDPIMAB;223,000;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1465;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI MAGENTA 1057 BRILLANTE 61CM;'VCDPIMAB61;''Copia de Copia de Copia de Copia de Copia de Copia de ;''VCDPIMAB61;131,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
1466;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI AMARILLO 1019 BRILLANTE 122CM;'VCDPIAMB;''Copia de Copia de Copia de ;''VCDPIAMB;228,500;100,000;50,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;SI;SI;NO;0;0;
1467;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DPI AMARILLO 1019 BRILLANTE 61CM;'VCDPIAMB61;''Copia de Copia de Copia de Copia de Copia de Copia de ;''VCDPIAMB61;136,000;100,000;50,000;metro;21%;Grafisur;Pesos;2155,52;36,99;2952,85;3572,95;SI;SI;NO;0;0;
2565;Habilitado;SI;SI;NO;NO;Accesorios;Espatula combinada imantada Mito;'ESPCOMBI;'Copia de 'Copia de ;''ESPCOMBI;1,000;10,000;3,000;unidad;21%;Pro SRL;Pesos;4387,00;40,00;6141,80;7431,58;SI;SI;NO;0;0;
2566;Habilitado;SI;SI;NO;NO;Polarizados Y Film de Seguridad;Polarizado MITOSUN CAR 2 - VL20 NEGRO INTERMEDIO 152CM;'POLMITOINT;';'POLMITOINT;-35,000;0,000;0,000;metro;21%;Pro SRL;Pesos;10165,00;37,00;13926,05;16850,52;SI;SI;NO;0;0;<h2 class=\ node__title\  style=\ margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot , sans-serif  line-height: 1.2  color: rgb(70, 65, 51)  text-rendering: optimizelegibility  font-size: 31.5px  caret-color: rgb(70, 65, 51)  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-width: inherit  vertical-align: baseline  border: 0px \ ><span style=\ font-size: 18px \ ><b>Nano Ceramic Polymer - 2PLY / 2MIL / 10 YEARS (VL 20%) Intermediate</b></span></h2>;
2567;Habilitado;NO;NO;NO;NO;Vinilos de Corte;UNICAL Todos los Colores (Brillante y Mate) - 122CM de ancho;'VCU122;'Copia de 'Copia de Copia de ;'VCU122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;3838,50;36,99;5258,36;6362,62;NO;NO;NO;0;0;
2568;Habilitado;SI;SI;NO;NO;DPI Base Gris brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE GRIS 106CM X 50MTS;'VIDPIBBG106;'Copia de \'Copia de ;'VIDPIBBG106;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;98803,00;35,00;133384,05;161394,70;SI;SI;NO;0;0;
2569;Habilitado;SI;SI;NO;NO;DPI Base Gris brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE GRIS 127CM X 50MTS;'VIDPIBBG127;'Copia de 'Copia de Copia de ;'VIDPIBBG127;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;118377,17;35,00;159809,18;193369,11;SI;SI;NO;0;0;
2570;Habilitado;SI;SI;NO;NO;DPI Base Gris brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE GRIS 137CM X 50MTS;'VIDPIBBG137;'Copia de 'Copia de Copia de Copia de ;'VIDPIBBG137;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;127698,21;35,00;172392,58;208595,02;SI;SI;NO;0;0;
2571;Habilitado;SI;SI;NO;NO;DPI Base Gris brillante 100mic;VINILO DE IMPRESION DPI BLANCO BRILLANTE BASE GRIS 152CM X 50MTS;'VIDPIBBG152;'Copia de 'Copia de Copia de Copia de Copia de ;'VIDPIBBG152;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;141679,77;35,00;191267,69;231433,90;SI;SI;NO;0;0;
2572;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Graphictac HP21-01 61cm;'VHGHP21;'Copia de ';'VHGHP21;-29,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;3659,40;36,00;4976,78;6021,90;SI;SI;NO;0;0;
2573;Habilitado;SI;SI;NO;NO;Car Wrapping;Oracal 670-70 Calandrado Polimerico BLACK GLOSS -152CM;'67070;'Copia de ';'67070;-55,000;0,000;0,000;metro;21%;Helioday;Pesos;17922,50;35,00;24195,38;29276,41;SI;SI;NO;0;0;
2574;Habilitado;SI;SI;NO;NO;Car Wrapping;Oracal 670-10 Calandrado Polimerico WHITE GLOSS -152CM;'67010;'Copia de Copia de ';'67010;0,000;0,000;0,000;metro;21%;Helioday;Pesos;17922,50;35,00;24195,38;29276,41;SI;SI;NO;0;0;
2575;Habilitado;SI;SI;NO;NO;Car Wrapping;Oracal 670 Calandrado Polimerico COLORES -152CM;'670COL;'Copia de Copia de Copia de ';'670COL;0,000;0,000;0,000;metro;21%;Helioday;Pesos;20505,48;35,00;27682,40;33495,70;SI;SI;NO;0;0;
2576;Habilitado;SI;SI;NO;NO;Vinilos de Corte;Vinilo de corte Fluo Graphictac (Todos los colores) 61cm ;'VCFG61;';'VCFG61;0,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;4547,50;40,00;6366,50;7703,47;SI;NO;NO;0;0;
2577;Habilitado;SI;SI;NO;NO;Vinilos de Corte;Vinilo de corte Fluo amarillo FL01 Graphictac 61cm ;'VCFL01;'Copia de ;'VCFL01;-2,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;4547,50;40,00;6366,50;7703,47;SI;SI;NO;0;0;
2578;Habilitado;SI;SI;NO;NO;Vinilos de Corte;Vinilo de corte Fluo verde FL02 Graphictac 61cm ;'VCFL02;'Copia de Copia de ;'VCFL02;-10,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;4547,50;40,00;6366,50;7703,47;SI;SI;NO;0;0;
2579;Habilitado;SI;SI;NO;NO;Vinilos de Corte;Vinilo de corte Fluo rojo FL03 Graphictac 61cm ;'VCFL03;'Copia de Copia de Copia de ;'VCFL03;-2,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;4547,50;40,00;6366,50;7703,47;SI;SI;NO;0;0;
2580;Habilitado;SI;SI;NO;NO;Vinilos de Corte;Vinilo de corte Fluo rosa FL04 Graphictac 61cm ;'VCFL04;'Copia de Copia de Copia de Copia de ;'VCFL04;-4,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;4547,50;40,00;6366,50;7703,47;SI;SI;NO;0;0;
2581;Habilitado;SI;SI;NO;NO;Vinilos de Corte;Vinilo de corte Fluo naranja FL05 Graphictac 61cm ;'VCFL05;'Copia de Copia de Copia de Copia de Copia de ;'VCFL05;-3,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;4547,50;40,00;6366,50;7703,47;SI;SI;NO;0;0;
2582;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Graphictac HP62-01 61cm;'VHGHP62;'Copia de Copia de ';'VHGHP62;-27,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;3659,40;36,00;4976,78;6021,90;SI;SI;NO;0;0;
2583;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Graphictac HP17-01 61cm;'VHGHP17;'Copia de Copia de Copia de ';'VHGHP17;-2,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;3659,40;36,00;4976,78;6021,90;SI;SI;NO;0;0;
2584;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Graphictac HP-01 61cm;'VHGHP01;'Copia de Copia de Copia de Copia de ';'VHGHP01;-7,000;0,000;0,000;metro;21%;CRIVO SRL;Pesos;3659,40;36,00;4976,78;6021,90;SI;SI;NO;0;0;
2585;Habilitado;SI;SI;NO;NO;Flexilite Base Blanca Brillante 100mic;IMPRESION FLEXILITE BASE BLANCA BRILLANTE 100MIC 137CM X 50MTS ;'VFBB137;'Copia de ';'VFBB137;0,000;0,000;0,000;unidad;21%;CRIVO SRL;Pesos;172114,85;30,00;223749,31;270736,67;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
2586;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CEPILLADO PLATA IMPRESION 122cm x 50mts;'CPI122;'Copia de 'Copia de ;'CPI122;-7,000;0,000;0,000;metro;21%;Grafisur;Pesos;9095,00;36,00;12369,20;14966,73;SI;SI;NO;0;0;
2587;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CEPILLADO ORO IMPRESION 122cm x 50mts;'CPO122;'Copia de Copia de 'Copia de ;'CPO122;0,000;0,000;0,000;metro;21%;Grafisur;Pesos;9095,00;36,00;12369,20;14966,73;SI;SI;NO;0;0;
2588;Habilitado;SI;SI;NO;NO;Cintas Bifaz;CINTA ORAMOUNT S1812TM BIFAZ 19MM X 50MTS;'OM1812;'Copia de ';'OM1812;-10,000;0,000;0,000;unidad;21%;Helioday;Pesos;75378,29;35,00;101760,69;123130,43;SI;SI;NO;0;0;
2589;Habilitado;SI;SI;NO;NO;Poli Tape;POSICIONADOR TRANSPARENTE NAR 122 X METRO;'PNT122;'Copia de ';'PNT122;-533,900;0,000;0,000;unidad;21%;Grafisur;Pesos;2808,75;36,00;3819,90;4622,08;SI;SI;NO;0;0;;;<p>Por rollo cerrado 10% de descuento</p>;
2590;Habilitado;SI;SI;NO;NO;Prismáticos;REFLECTIVO PRISMATICO ROJO ALTA INTENSIDAD (panal de abeja) HC 180 1.22 x 45.7mts;'HC180ROJO;';'HC180ROJO;-8,000;0,000;0,000;metro;21%;Grafisur;Pesos;53554,57;32,00;70692,03;85537,36;SI;SI;NO;0;0;
2591;Habilitado;SI;SI;NO;NO;Prismáticos;REFLECTIVO PRISMATICO NARANJA ALTA INTENSIDAD (panal de abeja) HC 180 1.22 x 45.7mts;'HC180NARA;'Copia de ;'HC180NARA;-7,000;0,000;0,000;metro;21%;Grafisur;Pesos;53554,57;32,00;70692,03;85537,36;SI;SI;NO;0;0;
2592;Habilitado;SI;SI;NO;NO;Prismáticos;REFLECTIVO PRISMATICO BLANCO ALTA INTENSIDAD (panal de abeja) HC 180 1.22 x 45.7mts;'HC180BLAN | 2026-05-21 16:46:25 | ZBO2d;'Copia de Copia de ;'HC180BLAN;-7,000;0,000;0,000;metro;21%;Grafisur;Pesos;53554,57;32,00;70692,03;85537,36;SI;SI;NO;0;0;
